Generation,StartingEnergy,Speed,DetectRange,BreedEnergy,BabyEnergy,AttentionSpan,Desirability,DesirabilityThreshold,Lifespan,Age,COD
794,41.157356,0.7268387,68.81533,33.59455,19.331783,500.0,1.4399209E7,6.451818,4854,2650,Starvation
795,42.593773,0.8174889,68.488815,30.80528,20.151556,500.0,1.5214135E7,5.2770963,3695,2961,Starvation
709,36.11026,0.91200244,66.78062,36.88294,19.997635,500.0,2962343.0,4.763565,3729,34312,Old Age
794,39.718212,0.8485009,58.182384,28.883888,18.452482,500.0,1.1538343E7,5.4397907,3890,1280,Starvation
795,40.949768,0.80567694,61.252045,32.031242,18.543367,500.0,1.4315401E7,5.997478,4188,2565,Starvation
753,39.635006,0.95018286,67.704865,36.848446,20.925663,500.0,6296377.0,5.1907988,3768,18513,Old Age
738,38.479023,0.9134875,68.78795,36.55504,19.686693,500.0,5288885.0,5.4313793,3915,21725,Old Age
745,37.13542,0.8742063,61.804157,41.79728,20.362263,500.0,5711631.5,5.0704336,3424,19063,Old Age
734,37.67083,0.9095269,77.12707,30.508406,17.73445,500.0,4131406.2,5.777623,3469,24023,Old Age
713,40.979813,0.8178464,72.926956,33.915154,18.628572,500.0,3089085.0,5.30358,4108,29155,Old Age
789,44.18624,0.8229038,64.083015,34.03704,21.438618,500.0,1.0738324E7,4.8513403,3986,3800,Starvation
777,41.12535,0.71139747,59.566742,34.831177,19.038078,500.0,1.0000886E7,5.479368,4988,7032,Starvation
701,36.512787,0.8169762,71.83857,27.756826,19.72269,500.0,2547341.0,5.884206,4145,39717,Old Age
749,35.480732,0.85527885,60.869385,33.074013,16.287989,500.0,5906433.5,5.7823033,3726,19443,Starvation
761,40.390236,0.9316266,70.007195,37.028324,21.617035,500.0,7507983.0,5.598984,3652,13598,Old Age
737,33.876476,0.936139,75.05604,34.642086,15.630238,500.0,4640090.5,5.281162,3894,20028,Old Age
789,47.782234,0.7261065,71.21571,31.360207,26.466782,500.0,1.2690034E7,4.908721,3963,5200,Starvation
691,38.027683,0.96050876,72.34579,42.60102,18.590858,500.0,1752545.2,4.714405,4439,49505,Old Age
716,37.69403,0.97431105,74.33507,36.07904,18.036028,500.0,3558146.0,5.7954288,3669,29080,Old Age
742,34.38537,0.8104719,69.92846,38.780422,16.198637,500.0,5637342.5,4.839061,3438,20998,Old Age
787,36.351723,0.85292923,57.209743,30.350967,16.878826,500.0,7736658.0,5.6689873,4232,3865,Starvation
720,36.6725,0.96412444,83.43875,33.039295,18.208227,500.0,3755124.5,5.7155485,3667,22502,Old Age
783,42.084335,0.92847544,67.66515,38.49779,22.377985,500.0,8778600.0,6.1448,3556,4346,Old Age
787,43.975,0.65158516,67.07313,32.43344,21.019072,500.0,1.4071715E7,5.162613,4499,3499,Starvation
787,40.864113,0.8287219,67.87873,29.05614,21.380236,500.0,1.0174411E7,6.0378766,4462,2983,Starvation
740,38.471092,0.9976014,76.74014,36.611805,18.186935,500.0,4321604.5,5.7004027,3734,22114,Old Age
794,39.307632,0.67472726,67.613884,34.49781,18.309092,500.0,1.2434897E7,5.6944876,4590,4327,Old Age
797,36.160995,0.69289565,63.521057,35.866894,17.953365,500.0,1.3437514E7,6.503607,4370,934,Starvation
735,36.726025,0.99326915,77.66924,38.819584,18.653734,500.0,5308536.0,5.7241454,4405,23046,Old Age
758,42.222694,0.96294504,68.644554,33.27653,20.465248,500.0,6216408.5,6.075915,3594,14674,Starvation
787,39.94867,0.74442637,57.293907,37.683468,21.33758,500.0,1.0358542E7,5.5425897,4354,4224,Starvation
790,40.634647,0.7202026,58.363815,35.21669,20.891062,500.0,1.2539264E7,5.4861407,4099,2740,Starvation
775,39.8601,0.74810475,63.442837,34.95958,20.654037,500.0,7174448.5,5.917365,4545,7237,Starvation
746,38.472816,0.9919663,74.192474,34.739567,17.282982,500.0,5784237.5,5.346406,3800,20291,Starvation
718,37.32818,1.004617,66.72861,37.295444,17.732582,500.0,2213427.2,4.999723,3854,29080,Old Age
735,34.796654,0.91288185,72.20576,30.132908,17.396042,500.0,3745451.8,5.2011003,4301,18566,Old Age
776,44.29106,0.87758464,62.766727,37.821667,22.406393,500.0,9379072.0,4.8407354,4988,8543,Old Age
739,36.01853,1.0208892,67.541,36.991364,19.260738,500.0,5778325.5,5.297412,3595,21682,Starvation
747,37.378513,0.96035594,68.03361,33.59042,18.245474,500.0,5718549.0,4.91063,3814,19631,Old Age
754,40.836338,0.9836159,62.184616,38.9597,21.528027,500.0,6585634.5,5.2208266,4179,16708,Old Age
729,34.99211,0.8658023,70.0783,34.6623,16.73904,500.0,4036783.2,5.6450524,3977,25483,Old Age
761,39.913536,1.0061457,67.317665,38.51768,18.831934,500.0,6485866.5,4.8062916,3814,18401,Starvation
717,40.5642,0.85603607,66.69104,35.19969,22.264183,500.0,3773573.5,4.8694434,3603,28565,Old Age
699,37.219284,0.9368661,78.7833,27.559166,19.272339,500.0,2157296.0,5.548633,4468,40400,Old Age
719,39.260128,0.86411387,70.91453,36.707306,20.548782,500.0,3423756.8,5.384931,4221,28740,Old Age
770,42.534935,0.84003335,65.520195,39.493366,19.104252,500.0,7063866.5,4.6912255,4603,7545,Starvation
723,37.869663,0.9747556,79.6098,31.991411,18.431416,500.0,3510343.2,4.8119206,3923,28567,Old Age
774,43.12648,0.7757735,62.972935,35.99204,21.286695,500.0,7982369.5,5.177092,4503,8970,Starvation
796,45.69272,0.7456339,55.472164,36.594856,21.297083,500.0,1.4416564E7,5.538147,4022,995,Starvation
792,41.055843,0.71518415,69.36454,34.015965,18.441887,500.0,1.1638532E7,5.531943,4756,1478,Starvation
787,36.987347,0.8020972,57.44779,31.854666,16.938238,500.0,1.1146795E7,5.3220344,4585,4952,Starvation
768,43.188602,0.8425556,64.68466,37.712395,22.181795,500.0,9394552.0,5.5694256,4001,9268,Starvation
788,41.955544,0.6611775,68.08265,34.734676,19.911621,500.0,1.3581592E7,5.9122853,4586,5304,Starvation
778,40.980907,0.80808496,67.277824,33.445602,20.149706,500.0,8791890.0,5.288417,4872,7307,Starvation
789,40.061325,0.77879375,65.23926,32.222195,19.059694,500.0,1.0100683E7,5.9121084,4623,402,Starvation
790,39.25647,0.9977319,54.692474,31.739544,20.643497,500.0,1.0023939E7,5.6008396,4432,4394,Starvation
770,39.63028,0.8734124,59.485176,35.984947,18.978472,500.0,9856135.0,6.011908,4040,7958,Starvation
799,37.660347,0.82579607,66.752594,30.477028,19.474312,500.0,1.3032212E7,5.848539,3661,1378,Starvation
731,40.02514,0.9517801,73.74031,36.78455,18.618061,500.0,4038541.5,5.671219,3847,24371,Old Age
786,40.620247,0.81886256,63.01593,32.42925,19.383966,500.0,9384018.0,5.3361216,4309,3158,Starvation
705,38.737198,0.9468282,74.476295,32.068142,19.285635,500.0,1325585.4,5.4965806,4897,34581,Old Age
793,40.693336,0.85525817,65.70458,36.419834,19.808899,500.0,1.0064918E7,4.7068667,3748,1408,Starvation
789,41.12401,0.81268305,61.813324,36.60631,20.859095,500.0,7030908.0,5.1792192,3856,3749,Old Age
796,37.76384,0.7730128,71.14177,34.492546,17.986036,500.0,1.3256172E7,5.3396683,3924,1129,Starvation
764,42.9603,0.97712827,66.256325,33.464638,20.552103,500.0,6888205.5,5.37154,4203,11644,Old Age
770,43.462326,0.7251645,67.14969,36.466816,20.137486,500.0,8408500.0,5.2541304,4587,9631,Starvation
793,40.68563,0.7223378,71.80723,30.754816,19.370077,500.0,1.4740138E7,5.7256093,4158,4010,Starvation
729,35.61634,0.93601614,70.01721,31.21284,17.924608,500.0,3869280.5,4.827792,4054,24178,Starvation
796,40.788635,0.7908242,64.280846,29.103445,21.040297,500.0,1.4207769E7,5.35994,4086,1489,Starvation
791,41.08319,0.898406,67.187836,33.804703,22.273302,500.0,1.107806E7,5.9093966,4727,4717,Starvation
787,36.871124,0.76260763,55.39219,38.737476,16.60413,500.0,9314894.0,5.531661,4341,4954,Starvation
795,39.038834,0.8089851,62.094753,35.419266,19.16091,500.0,1.0374154E7,5.253378,4301,2142,Starvation
796,39.217064,0.8886112,62.474255,32.56966,19.038359,500.0,1.4628413E7,5.5975266,4155,2453,Starvation
747,35.11433,0.95566946,64.5764,32.329636,19.130894,500.0,5429889.0,5.1825247,4127,18911,Starvation
789,42.539185,0.9368691,55.7038,31.975376,20.348135,500.0,9639796.0,5.8182116,4335,3270,Starvation
787,36.793118,0.71487135,56.187622,36.285736,17.33426,500.0,9947494.0,5.3575215,3831,4523,Starvation
794,42.144028,0.74391156,63.69609,32.423912,23.135485,500.0,1.1923252E7,4.789118,4346,1173,Starvation
797,36.925438,0.6648532,63.59889,34.97996,16.77161,500.0,1.370391E7,5.771858,3736,1121,Starvation
745,34.82505,0.76532656,67.92997,35.59842,18.273853,500.0,4876026.5,6.4515433,3958,19734,Starvation
716,39.072174,0.8394209,67.86649,35.44474,18.971478,500.0,3218018.0,5.355384,4324,29136,Old Age
786,42.504566,0.79072857,67.33028,36.067688,20.55005,500.0,1.0045747E7,5.7859974,4385,6471,Starvation
742,35.472412,0.8405731,65.74849,35.537407,17.553028,500.0,4502064.0,5.775217,3186,20431,Starvation
795,41.32847,0.6922975,66.505684,29.90577,21.530775,500.0,1.3491281E7,6.1550403,3999,3199,Starvation
789,40.56566,0.699393,59.99898,32.038944,18.379135,500.0,9229704.0,6.1617007,5019,407,Starvation
758,40.910492,0.9916331,55.921425,36.948444,18.430058,500.0,7034943.5,5.4778686,4453,17292,Starvation
797,40.98743,0.67708004,66.88009,28.5901,22.27545,500.0,1.3455911E7,5.3901873,3770,3689,Starvation
778,42.29097,0.7309258,58.62366,35.97571,22.876926,500.0,1.0199707E7,5.494957,4099,6594,Starvation
794,38.95684,0.6516273,59.307037,35.525173,18.479225,500.0,1.1576577E7,5.762633,4365,2956,Starvation
777,38.515167,0.77728915,64.57687,37.088913,18.201473,500.0,9933157.0,5.9413996,4675,7955,Starvation
795,41.85734,0.98317957,62.88505,33.389538,20.531193,500.0,1.0744442E7,4.753026,4518,4920,Starvation
768,39.708908,0.9325574,58.544086,37.18959,21.7509,500.0,8357842.5,4.8539457,4261,10681,Starvation
759,39.767746,0.9910011,67.17385,35.0098,18.22332,500.0,7586847.5,5.0915875,4157,14022,Old Age
773,42.058414,0.8468262,66.12194,38.32759,20.760572,500.0,9168226.0,6.4684515,4387,10533,Old Age
794,38.312347,0.7540978,76.52023,34.162586,18.164616,500.0,7687351.5,5.359498,3899,3431,Old Age
796,39.685123,0.7368791,64.452965,35.20983,18.998655,500.0,1.2082317E7,4.9675975,4129,1898,Starvation
764,39.203896,0.76948375,61.49179,33.124275,18.271942,500.0,8493322.0,5.208735,3950,13182,Old Age
719,39.19645,0.952375,74.23756,32.500248,21.035181,500.0,3515014.0,5.4977946,3599,30409,Old Age
751,41.108574,0.91583943,69.54038,36.815624,21.30513,500.0,6875310.0,5.8455048,3952,18704,Old Age
738,35.39334,0.8629172,73.17715,39.424107,17.26597,500.0,4732960.5,5.0983205,4694,22990,Old Age
778,41.947838,0.8485721,67.54542,34.606514,23.148558,500.0,1.0288455E7,5.482205,4075,6958,Starvation
734,37.468258,0.9186088,86.18263,38.226273,17.697044,500.0,3690263.2,5.481423,3764,24451,Old Age
760,38.975937,1.0572016,72.69702,35.718384,19.829075,500.0,6171057.0,5.8009415,3657,15495,Starvation
729,34.355473,0.87749696,75.350464,30.855312,17.272818,500.0,3598133.0,5.6146727,4608,25781,Old Age
794,37.121628,1.0054159,69.512375,33.991783,19.280807,500.0,1.1987741E7,5.130532,4605,3544,Starvation
718,39.37715,0.86652213,67.134575,32.86837,21.567589,500.0,3857106.2,5.814578,3843,27426,Old Age
700,38.600502,0.86078775,67.94449,32.571953,20.736134,500.0,2129313.2,5.1107802,4640,40605,Old Age
794,42.80609,0.77153796,66.824905,37.008236,20.70105,500.0,1.2916507E7,4.79308,4216,973,Starvation
771,42.70131,0.79939485,59.456238,36.18426,19.876614,500.0,8670350.0,5.468845,4471,10230,Starvation
786,41.9236,0.77206147,60.506702,34.34358,19.22123,500.0,1.0882666E7,5.206999,4384,4671,Starvation
715,36.697144,0.8648531,74.432304,28.524435,17.348461,500.0,3348839.8,5.5035276,3736,32270,Old Age
749,41.996246,0.8971003,67.10714,34.04757,21.31654,500.0,6257227.5,5.3016305,4514,18713,Old Age
746,37.49037,0.9178243,58.455338,35.84713,19.183107,500.0,5835448.0,5.1224084,4262,19375,Old Age
697,37.46859,0.89452076,78.93555,38.060364,19.09513,500.0,2324426.2,5.9541764,4381,43465,Old Age
712,35.519695,0.8083474,71.59385,32.18905,19.600319,500.0,3413862.2,5.2782397,3685,32245,Old Age
793,36.811607,0.7869595,59.17014,34.206184,20.153843,500.0,1.116772E7,5.764576,4174,3168,Starvation
701,34.08637,0.943194,77.076836,30.78752,18.037981,500.0,2640998.2,5.731849,4391,40323,Old Age
737,39.01616,0.95444703,61.39641,32.4256,20.013655,500.0,5263682.5,4.7459874,3197,22642,Starvation
765,36.42767,0.87844133,72.5926,35.730625,17.775284,500.0,6460157.0,5.962939,4087,12683,Old Age
737,38.905994,0.8559438,76.89574,32.535145,18.010456,500.0,4765826.0,6.328727,3635,22712,Old Age
795,43.891098,0.7807001,65.3503,32.079395,20.950705,500.0,1.1650956E7,5.0518727,3741,5231,Starvation
761,39.375694,0.764432,53.112366,34.778,21.393608,500.0,7894625.5,5.0585785,4260,13753,Starvation
760,42.506496,0.92721176,59.717976,35.08293,21.058895,500.0,7457368.5,5.23677,3775,13677,Starvation
778,45.24321,0.8217034,52.379185,37.336475,24.102633,500.0,9391168.0,5.602052,3903,6463,Starvation
790,42.957718,0.77639496,60.835495,33.007076,20.097107,500.0,1.2298324E7,5.3795185,4835,2181,Starvation
666,30.458893,0.93179584,83.13838,34.554394,16.490244,500.0,1509654.5,5.0295677,4847,56759,Old Age
792,39.952633,0.7632509,75.30316,31.893785,20.200975,500.0,1.2308049E7,5.947022,4088,5449,Starvation
760,39.372993,0.88075066,60.098385,35.02207,21.624546,500.0,7749202.5,4.502817,4219,14422,Old Age
679,39.292336,0.8909052,74.16944,38.222874,19.501854,500.0,1235329.6,5.2128,4314,52503,Old Age
796,44.605507,0.7465602,69.271255,34.643875,20.190788,500.0,1.0587767E7,5.947372,4165,1996,Starvation
796,41.538513,0.66789037,69.850365,32.780685,20.856853,500.0,1.2100644E7,5.569661,4524,1417,Starvation
777,42.909836,0.734067,59.423504,36.843113,20.65598,500.0,9748369.0,5.110485,5039,10108,Old Age
722,35.329613,0.97568893,77.37278,30.377886,17.450304,500.0,4065705.5,5.2799196,3596,30782,Old Age
726,42.570076,0.92443395,64.24698,38.216957,19.616003,500.0,3667838.0,5.7372584,3932,28915,Old Age
797,40.213226,0.7397223,63.648884,28.399033,21.480606,500.0,1.340624E7,5.64442,3972,2195,Old Age
785,43.743973,0.7736801,64.831314,34.423733,21.836836,500.0,1.2121414E7,5.7567077,4672,5875,Old Age
622,41.095207,0.94584125,77.428375,35.99634,22.371891,500.0,619034.94,5.1500597,4274,66406,Old Age
769,42.830147,0.95838994,56.502052,34.290325,19.723162,500.0,9481841.0,5.501339,4445,10880,Starvation
700,33.99531,0.8724338,76.62279,31.441616,15.6769495,500.0,2012667.0,4.825557,3725,40631,Old Age
761,42.87269,0.81094825,63.797535,33.697895,20.125937,500.0,7518737.5,4.788513,3556,12399,Old Age
743,39.542866,0.8359977,65.77954,33.602325,19.284664,500.0,5662135.5,5.8525257,4451,20519,Old Age
744,39.69022,0.8641963,68.209366,39.36657,21.198736,500.0,5909942.5,5.840218,4428,21241,Old Age
684,38.372192,0.90654516,74.82135,40.399857,19.915915,500.0,1610729.4,5.089006,4241,51686,Old Age
708,39.347496,0.8547879,73.02919,37.494404,21.261942,500.0,2820272.5,4.8704095,3503,35883,Old Age
777,43.775368,0.7735128,61.303356,37.51691,20.882727,500.0,9082924.0,5.872533,4690,6313,Starvation
789,38.477875,0.9281298,67.32748,38.442345,20.243744,500.0,9772465.0,5.308262,3894,5943,Old Age
782,41.574886,0.8581165,64.24565,35.603115,19.697578,500.0,1.0958089E7,5.060549,4420,7214,Old Age
789,41.435028,0.85210085,68.35622,35.943207,22.219921,500.0,1.1222065E7,5.04947,3589,4190,Old Age
739,37.49759,0.80862164,65.377,39.777668,16.87693,500.0,5518062.0,5.589637,4300,22440,Old Age
794,42.76254,0.7764521,70.30459,31.150116,20.119099,500.0,1.4134049E7,5.9968376,3614,4173,Starvation
704,34.418087,0.9228536,76.4413,30.856941,16.618456,500.0,2536193.5,5.1083717,3792,38917,Old Age
760,40.34796,0.9696197,72.2286,31.644272,20.199593,500.0,7059897.5,4.777486,4812,13513,Old Age
723,40.841698,0.9202097,73.65406,29.233152,19.054249,500.0,3060119.8,5.0594473,3659,30369,Old Age
754,39.793015,0.8716288,61.40052,35.526794,19.729012,500.0,5798585.0,5.3142414,4239,16404,Old Age
792,39.77106,0.886393,64.88129,32.39828,18.890018,500.0,1.1453577E7,6.113781,3923,4973,Old Age
751,36.818245,0.9300661,70.430824,39.590942,17.172026,500.0,5750911.0,5.994239,4142,18208,Old Age
793,40.78748,0.70851487,58.491814,34.53366,19.080423,500.0,1.2203871E7,6.0877414,4318,4969,Starvation
652,39.161697,0.8415966,72.10379,31.864464,20.362553,500.0,1084671.9,4.816267,4245,61455,Old Age
790,46.378403,0.72513497,71.63464,30.999468,23.539259,500.0,1.390541E7,4.841066,4632,1511,Old Age
746,36.234047,0.944671,69.69937,32.495693,19.612028,500.0,5383312.0,5.8767867,3836,18737,Old Age
779,42.702003,0.99776196,61.969147,36.88141,21.519491,500.0,8504614.0,5.159243,3546,6408,Old Age
723,38.73166,0.89828706,66.99197,29.546232,17.606554,500.0,3225909.5,4.8371077,4108,30428,Old Age
770,41.078777,0.77014625,66.24852,36.695606,22.230515,500.0,6257272.5,5.466891,3383,9968,Starvation
787,45.304287,0.75082415,68.60853,34.17215,20.799889,500.0,1.3008824E7,4.95348,4102,5512,Old Age
694,35.751442,0.85933995,74.63854,28.724806,18.637983,500.0,2394734.0,5.681119,3940,52367,Old Age
714,40.096443,0.9271671,61.49199,28.365175,21.09189,500.0,3572029.8,5.2180123,3605,30448,Old Age
792,44.911987,0.77758056,64.231606,37.34553,22.752966,500.0,1.2649079E7,5.65659,4101,3723,Starvation
776,43.911747,0.7531545,58.89268,37.83289,24.072506,500.0,8110632.0,5.065285,4067,1941,Starvation
716,36.938274,0.8824328,81.45548,36.00837,17.380953,500.0,3108539.8,5.275641,3781,32857,Old Age
740,37.63942,0.9497031,64.00902,40.40216,17.47938,500.0,5088395.0,5.004093,4413,19341,Old Age
699,34.770287,0.9157923,65.07869,30.239372,19.041576,500.0,2249679.2,5.386957,3814,40837,Old Age
794,43.31832,0.5978715,72.36519,34.030106,22.906689,500.0,1.384682E7,5.800209,4369,4404,Old Age
561,52.368813,0.8288783,61.89582,39.402855,28.008022,500.0,275927.3,5.1014996,4082,97005,Old Age
704,35.90028,0.9267532,78.14308,28.282894,16.095682,500.0,2936472.8,4.992677,4822,38928,Old Age
793,41.05489,0.6295725,72.40134,34.435463,21.367472,500.0,1.5073039E7,5.643135,3918,4606,Starvation
785,44.425713,0.7119628,70.09675,32.57645,21.632465,500.0,8815033.0,5.62016,4118,4979,Starvation
742,34.558456,0.9005171,67.62562,38.170864,15.558307,500.0,5574897.5,5.647652,3966,22613,Old Age
697,35.466293,0.82759,76.69418,36.63508,18.370169,500.0,1925556.2,5.6521697,3855,43326,Old Age
795,41.590187,0.7253894,60.966957,31.747873,20.70131,500.0,1.3140172E7,6.2312865,3806,5462,Old Age
716,34.93357,0.79693455,68.05935,32.683937,19.250631,500.0,4013391.5,5.342506,3672,30632,Old Age
740,38.054565,0.91871333,63.15038,40.99914,20.864048,500.0,5903752.0,5.6128864,3834,23161,Old Age
740,36.83925,0.9886078,66.86002,33.407692,18.599405,500.0,5104040.5,5.1344957,4332,23840,Old Age
713,38.166122,0.9413593,71.24979,32.133698,17.252853,500.0,3040500.0,5.558244,4064,31567,Old Age
718,39.591927,0.90353054,76.50002,35.807964,21.713213,500.0,2813328.2,5.5415177,4785,30937,Old Age
679,32.319164,0.9227256,76.35921,38.744747,17.504856,500.0,1818707.0,4.956072,4424,55609,Old Age
795,42.520805,0.8308735,58.979504,32.370407,19.500856,500.0,1.0446396E7,5.6441483,4461,5478,Old Age
748,41.837406,0.95737964,64.230415,41.115807,22.12308,500.0,6496728.0,5.83345,4707,21070,Old Age
792,35.844208,0.8104856,66.755295,31.65576,19.359781,500.0,8225691.0,5.98075,4143,5921,Old Age
777,40.752808,1.0338634,64.19514,34.9987,20.65119,500.0,9128892.0,5.4958344,5120,9159,Starvation
704,37.017105,0.9598346,68.52922,30.973675,20.243937,500.0,2529040.0,4.6468997,3839,37653,Old Age
719,40.59896,0.8647426,75.3958,36.981636,21.593914,500.0,3751699.5,5.752477,4019,27716,Old Age
693,37.47048,0.9660478,72.650986,29.271307,18.486311,500.0,1693327.0,4.9500365,4013,53010,Old Age
761,39.760162,0.876744,66.25694,30.269049,19.779825,500.0,7436836.0,4.960506,3504,13639,Old Age
742,36.643402,1.0110883,66.86867,38.342785,18.636099,500.0,4800648.0,5.622334,2998,22682,Starvation
632,36.862946,0.8839744,78.00696,34.589916,20.114367,500.0,880554.9,5.131699,3420,67390,Old Age
634,32.46598,0.94833344,79.3573,32.41649,15.454327,500.0,999853.8,5.2780232,3741,65219,Old Age
726,37.842667,0.98601747,75.65811,30.355606,17.448318,500.0,4420324.5,5.9336915,3940,26926,Old Age
763,38.363472,0.8138831,64.21674,36.13523,19.64303,500.0,7202113.5,4.7108984,3622,12742,Starvation
731,37.553352,0.9853492,62.430088,31.893744,19.97122,500.0,4755004.5,5.6841025,2898,25677,Starvation
775,42.019703,0.7845429,61.92097,32.64363,22.227612,500.0,8806399.0,5.4187803,3683,10199,Starvation
777,39.769714,0.8653389,59.693485,36.146248,20.791594,500.0,6992582.0,5.039622,3725,6198,Old Age
794,42.16958,0.752083,56.387512,35.079914,20.397505,500.0,1.320589E7,5.9483614,4550,423,Starvation
768,38.53662,0.8443601,56.59219,33.243076,21.280748,500.0,7654794.5,5.981867,4228,12914,Old Age
797,44.766132,0.85134387,68.057365,34.2454,22.783575,500.0,1.398042E7,5.738479,4276,3604,Old Age
712,33.82208,0.7094853,67.88017,27.117668,16.70414,500.0,3308335.5,5.4595556,4057,34506,Starvation
753,37.596542,0.8865134,59.48944,36.36591,19.791159,500.0,6263842.5,6.0447474,3887,17628,Starvation
737,38.089012,0.98274845,64.46557,36.289185,20.418234,500.0,5234474.0,5.3082356,3857,23132,Starvation
781,45.842873,0.85227114,63.21288,37.801388,22.200983,500.0,1.1402471E7,5.7654543,4033,8380,Starvation
764,40.65161,0.74975646,65.55936,33.550247,18.529087,500.0,7895267.0,5.6030197,3900,13408,Starvation
797,38.449715,0.9066236,57.810364,37.511383,20.111414,500.0,1.1424153E7,6.2176013,4488,3935,Starvation
796,42.511112,0.7153036,61.90831,32.513977,19.603252,500.0,1.2771195E7,5.696436,4177,4946,Starvation
778,43.91687,0.97583777,57.42338,30.257332,23.674763,500.0,8918656.0,4.843533,3918,8980,Starvation
782,44.110523,0.93441,59.337646,37.435966,21.597593,500.0,9201693.0,6.126619,3853,7727,Starvation
735,35.03693,0.8939761,81.48175,39.904064,17.79053,500.0,4273095.5,4.8674,3612,21728,Old Age
761,44.207027,0.83950126,63.529015,36.40693,22.680174,500.0,5898083.0,4.719418,3807,13444,Starvation
759,39.779594,0.9600213,70.29688,34.200386,21.672348,500.0,6280311.0,4.9978642,3975,14899,Starvation
757,44.993477,0.81434655,61.932602,37.535713,21.411129,500.0,7217322.5,4.6283393,3932,18987,Starvation
796,38.763836,0.7726852,63.05846,33.624405,18.214584,500.0,1.2247022E7,6.712331,4936,4389,Starvation
794,40.436203,0.79510444,62.170506,31.491068,18.724371,500.0,1.0686488E7,6.2338037,4119,5906,Starvation
794,38.246994,0.8845109,70.91907,33.742786,20.185503,500.0,1.0510097E7,5.8692327,4102,5230,Starvation
791,41.79403,0.77345175,62.23287,32.85848,21.989643,500.0,1.0593574E7,5.947213,4387,6450,Starvation
798,41.656517,0.8600667,59.356094,32.550167,19.214138,500.0,1.110351E7,5.260236,4530,3784,Starvation
763,39.65596,0.9212448,57.192123,37.27983,21.894915,500.0,7189575.5,4.960369,4003,13398,Starvation
745,36.757687,0.8410239,67.97081,33.516068,20.239454,500.0,5466422.5,5.5131745,4020,21610,Old Age
789,43.67248,0.72895366,70.82637,31.915865,21.115992,500.0,1.1308422E7,5.7726355,4595,3438,Starvation
754,38.157257,0.85692227,61.947598,42.73031,19.633593,500.0,6624356.0,5.480424,3681,20500,Old Age
795,41.204575,0.71243054,70.156815,34.090153,22.428516,500.0,1.3291234E7,5.5849066,4577,4066,Old Age
796,39.880947,0.8447725,53.332893,34.221134,21.914406,500.0,1.2479622E7,5.407146,4462,4150,Starvation
774,42.30741,0.7731191,69.002884,38.479084,22.594498,500.0,8340720.0,5.5586963,4257,11312,Old Age
656,31.036188,0.8729763,66.241806,37.917553,15.188995,500.0,1269338.9,5.3707967,4439,61539,Old Age
737,39.374493,0.958307,64.9883,35.662605,19.997778,500.0,4875720.5,4.762997,3692,25863,Old Age
796,41.86432,0.7878738,66.57314,30.526999,21.631456,500.0,1.3890914E7,5.2574544,4094,3204,Starvation
769,42.14837,0.9911787,61.463104,35.833702,20.887886,500.0,8638634.0,5.401328,4300,13836,Old Age
798,38.425835,0.81598324,72.10129,34.283665,18.87213,500.0,1.4157076E7,5.5804515,4281,2697,Starvation
751,37.105736,0.9017708,65.83044,33.18473,20.457079,500.0,6590099.0,5.507509,4370,20224,Old Age
780,38.220783,0.8736305,76.71551,28.905533,18.034101,500.0,8190551.5,5.8823266,4242,8366,Old Age
795,42.212006,0.6725622,67.33924,32.268314,20.35043,500.0,1.4742314E7,5.4890785,4400,4435,Starvation
796,40.862328,0.71699876,68.60982,33.32945,22.37225,500.0,1.186354E7,5.1987896,4189,3851,Old Age
702,37.33555,0.8235948,66.20836,33.386444,17.766333,500.0,2655885.2,4.4356594,4248,39238,Old Age
770,40.167175,0.8177105,59.92975,37.065407,20.388315,500.0,5597892.0,5.8454204,3503,11196,Old Age
744,36.929207,0.84678674,62.426685,34.316776,17.984922,500.0,6188836.0,4.9919806,3686,22615,Old Age
686,33.250427,0.87115896,79.04116,30.106472,16.51979,500.0,1972310.0,5.8685646,4018,51057,Old Age
772,40.924126,0.9456515,61.485523,31.495829,18.511745,500.0,7884303.0,5.4554586,4223,9727,Old Age
719,43.2315,0.78870386,64.55694,31.586397,19.795105,500.0,3448416.0,5.4800005,4016,31903,Old Age
718,41.442673,0.92763287,79.90269,33.736717,22.374264,500.0,3374446.2,5.3531976,3717,32791,Old Age
780,44.198368,0.6902943,66.14246,37.0317,22.898788,500.0,9971878.0,5.111728,4019,9538,Old Age
778,38.26483,0.7635356,68.19734,35.362656,17.497274,500.0,9530354.0,6.04674,4838,8880,Old Age
797,38.54867,0.77606976,69.45426,34.57581,20.748217,500.0,1.2683892E7,5.8945756,3249,3680,Starvation
749,36.572014,1.0040572,57.30813,40.73998,19.979427,500.0,6384380.5,5.2002654,4086,20449,Old Age
713,39.896225,0.8631484,69.393845,29.491798,19.295633,500.0,3271199.5,5.474919,3654,35178,Old Age
768,38.042583,0.86419964,56.602398,38.60617,18.63434,500.0,8071853.5,5.6791143,4257,10882,Starvation
791,39.789894,0.82369757,56.4688,35.197903,18.71289,500.0,9113704.0,5.897555,4233,6712,Starvation
735,33.279156,0.8727266,80.462265,38.638123,16.625956,500.0,4867665.5,5.7628446,3574,21584,Starvation
802,40.29165,0.67471653,70.95496,35.016785,22.124067,500.0,1.34622E7,5.7690377,3845,183,Starvation
